department_tag,course_code,name,credits,description,corequisites,prerequisites,attributes,department,group_numbers
ENTR,3401,Consulting Operations and Growth in Small and Medium Enterprises,4,"Offers teams of students an opportunity to consult with owners of small- and medium-sized enterprises (SMEs) to develop project proposals and perform field casework specific to the needs of their SME clients. A highlight of this course is the SME consulting project. Through the project and course material, covers how to manage an SME from the day-to-day operations to strategic planning for growth. Exposes students to a variety of ways that an SME can achieve profitability and growth by generating lasting customer relationships, offering exemplary service, managing cash flow, implementing marketing strategies, and developing new and retooled products/services to reach new markets.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,4414,"Bridging Conflict, Creating Diversity",4,"Offers students a unique opportunity to serve as management and marketing consultants to early stage startups. Students work with entrepreneurs from diverse backgrounds (e.g., ethnic, social, religious, demographic) with experience operating a joint startup. Focuses on development of conflict resolution and leadership development skills that may be needed when cofounders of a startup come from diverse backgrounds. Students experience firsthand some of the challenges that entrepreneurs face, as well as support entrepreneurs’ efforts as problem solvers and collaborate to learn about entrepreneurship and marketing.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,4501,Integrated Studies in Entrepreneurial Startups,4,"Designed as an advanced course for students who are studying entrepreneurship. Covers the issues raised when creating a technology venture that goes through multiple rounds of financing in order to become a successful large company. Topics include managing growth, writing business plans, raising money, and formulating exit strategies. Focuses on projects to obtain venture financing from venture capitalists, angels, and corporate investors.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,4503,Integrated Studies in Family Business,4,"Designed for advanced students interested in launching a new venture or growing an existing business venture. Includes developing a business plan, strategy development for small- to medium-sized enterprises, sales forecasting, pro forma development, debt financing, and service developments. Sponsored by the Center for Family Business, focuses on obtaining a bank loan to start a business or to grow an existing small- to medium-sized venture.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,4505,Entrepreneurial Venture Growth Strategies,4,"Focuses on helping technology ventures define and improve their strategies and tactics to achieve external funding. Studies frameworks for developing a growth-focused product and service strategy; techniques to grow and evolve a startup team, creating scalable business models; and early stage, successive-round venture finance. Working in teams, students must apply these methods to improve the business plans for early stage technology ventures and to create new financial projections and investor packages for early stage ventures, with specific assessments of customer focus and needs, intellectual property, new product-line and technology strategy, and business model design. Company projects include the fields of web services, IT, healthcare, and life sciences. The course is a practicum on how to get new venture concepts funded and scaled from the perspective of entrepreneur and investor.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,4510,Management Consulting Abroad,4,"Offers an intensive field consulting program with local ventures in different countries. Designed to have students experience firsthand the challenges that entrepreneurs confront internationalizing products and services as well as core product management issues. In some cases, students work in cross-culture consulting teams with local stakeholders. Projects vary widely but typically involve assessment of current product line and services strategy, marketing approaches, and how these must be adapted for foreign markets, including the United States. This is a field consulting course with heavy client engagement, requiring detailed written and oral communications for the client.",[],['ENTR 3220'],"['Creative Express/Innov', 'Integration Experience']",Entrepreneurship and Innovation,[1]
ENTR,4983,Special Topics in Entrepreneurship,4,Covers special topics in entrepreneurship. May be repeated once.,[],[],[],Entrepreneurship and Innovation,[]
ENTR,6210,Managing Operations in Early Stage Ventures,3,"Stresses the operating problems of managing small businesses. Case studies develop analytical approaches for appraising the risks and rewards of potential growth opportunities as well as operating problems. Problems range from locating, evaluating, marketing, and financing a small company to the survival and growth of more established businesses. Guest speakers and entrepreneurs provide pertinent business perspectives to in-class activities.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,6211,Entrepreneurship: Services and Retail Business Creation,3,"Covers the issues surrounding the creation of a new business in the service and retail sectors. Emphasizes issues relating to the startup, growth, and operation of business ventures in these areas. Topics include developing a business plan for startup, market positioning, services design, operations management, sales forecasting, cash flow management, and venture financing with a heavy emphasis on debt financing. Students are asked to develop business plans for services and retail ventures of their own choosing as the class project. Requires prior completion of 9 SH of MBA core courses.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,6212,Business Planning for New Ventures,3,"Gives students the opportunity to build a complete business plan for new high-potential ventures. Covers all aspects of the planning process, from the point of view of both the prospective entrepreneur and the potential investor. Explores the demands of the entrepreneurial career through reading, self-assessment exercises, and group projects. Guest speakers from startup companies, law firms, and venture capital firms provide a window on current experiences in the small-business world. Recommended for prospective entrepreneurs as well as others who may become involved with new ventures.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,6214,Social Enterprise,3,"Designed to provide students with an in-depth exposure to entrepreneurship in the social sector, a rapidly growing segment of the global economy. Uses the case method to expose students to leading entrepreneurs who have developed and implemented business models to solve social problems such as extreme poverty, disease, illiteracy, and economic and social dislocation. Focuses on uniquely creative and driven people who have dedicated their lives to making a difference in the lives of others through values-based entrepreneurship.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,6216,Global Social Entrepreneurship and Innovation,3,"Explores using innovation to build and create value in the larger global context. Examines some of the latest innovation practices: (1) to build and create value within emerging economies, (2) to facilitate social entrepreneurship, (3) to promote sustainable development, and (4) to build and create value at the bottom of the pyramid. Exposes students to what successful entrepreneurs must learn to balance business demands with the larger need for innovative thinking. Stresses the application of successful practices to generate results. Topics include creating and sharing knowledge and intellectual property, exploiting systems and networks, redefining disruptive innovation, and the steps necessary to make innovation and entrepreneurship happen in a variety of global contexts. Uses real-life examples and case studies to illustrate successful practices.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,6218,Business Model Design and Innovation,3,"Introduces major topics in the modern understanding of business models: their essence and role in securing competitive advantage, key components and design of business models, business model change and innovation, technology commercialization through sustaining business models, financial representation of a business model, and validation of developed business models.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,6240,Emerging and Disruptive Technologies,3,"Covers the role emerging technologies play in innovation for new ventures and established corporations. Includes a mix of theory and practical knowledge. Topics covered include technology disruption, diffusion, life cycles, and research-and-development strategy. Explores, in detail, the technical and market opportunities for current and emerging technologies across a broad spectrum of industries.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,6241,Entrepreneurial Marketing and Selling,3,"Examines the specific situation of entrepreneurial marketing. Topics include how to perform a market analysis when there are limited resources and tight schedules to be met. Also addresses new market situations, opportunity assessment, customer segmentation, going to market, and writing a marketing plan.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,6250,Lean Design and Development,3,"Covers the intersection of customer research with product design, specifically lean design and how to map abstract attributes that customers seek into concrete product designs that can actually be built. Other topics include managing the technology business interface, creating product teams, and drafting product development plans. Open to first-year graduate students.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,6300,Managing a Technology-Based Business,3,"Covers topics specific to managing a business or a strategic business unit within a firm. Considers the special issues related to technology-based firms. Topics include creating a culture, operations planning, staffing for technical excellence, dealing with technology vendors, dealing with advisers, supply chain management, and writing operations plans. Open to first-year graduate students.",[],[],[],Entrepreneurship and Innovation,[]
ENTR,6340,The Technical Entrepreneur as Leader,3,"Focuses on the personal skills an entrepreneur needs to lead and persuade others. Students read about and complete exercises on leadership and selling ideas. In addition, students meet members of the entrepreneurship community in New England. Stresses communications skills, both written and oral, along with self-discovery of leadership style.",[],[],[],Entrepreneurship and Innovation,[]
ESC,1150,The Atmosphere,3,Examines Earth’s atmospheric structure and applies laws of physics to describe and explain broad climate and circulation patterns and local weather events that maintain or can disrupt ecosystems as heat energy and water move through Earth’s spheres.,[],[],['Natural/Designed World'],Environmental Science - CPS,[]
ESC,1200,"The Hydrosphere: Oceanography, Ground and Surface Water",3,"Examines the physical structure, biological provinces, and varying chemistries of Earth’s ocean and other water resources. Topics range from El Nino/Southern Oscillation to lake eutrophication.",[],[],['Natural/Designed World'],Environmental Science - CPS,[]
ENVS,4991,Research,4,Offers an opportunity to conduct research under faculty supervision.,[],[],['Integration Experience'],Environmental Studies,[]
ENVS,4997,Senior Thesis,4,Offers students an opportunity to prepare an undergraduate thesis under faculty supervision.,[],[],"['Capstone Experience', 'Writing Intensive']",Environmental Studies,[]
EXRE,5010,"Immersive Media: Extended Realities (XR) History, Theory, and Impact",4,"Introduces the historical foundation and conceptual frameworks with which to analyze and interrogate extended reality experiences, including virtual reality, augmented reality, and mixed reality. Covers the theoretical, cultural, and technological developments that have informed contemporary XR. Explores the promises, dreams, and expectations, as well as the ethical concerns and philosophical dilemmas, associated with the field. Offers students an opportunity to create XR experiences and prototype their own ideas.",[],[],[],Extended Realities,[]
EXRE,5011,Seminar for EXRE 5010,1,"Offers students an opportunity to analyze and critique extended reality experiences. Examines historical, seminal, and new experiences. Discusses the XR experiences using industry nomenclature and basic research methodology.",['EXRE 5010'],[],[],Extended Realities,[]
EXRE,5020,Developing Extended Realities (XR),4,"Examines how to create extended reality (XR) experiences including virtual reality (VR), augmented reality (AR), and mixed reality (MR). Studies coding and developing projects in XR using current hardware and software, including scripting, sensing, interactions, and preproduction methods that are specific to XR. Examines simulation sickness, sensing, eye tracking, empathy, and narrative in XR.",[],[],[],Extended Realities,[]
EXRE,5030,Designing Extended Realities (XR),4,"Studies the craft and theory of designing, executing, and directing compelling extended reality experiences. Covers techniques to analyze, advise, and critique designs in the XR industry, or the many industries this experience augments, via a hands-on, experiential learning approach. Offers practical, professional, and theoretical instruction in writing and design, spatial narrative, and world building. Presents methodologies for formatting and directing interactive scripts and voice-overs. Shares professional methods as well as strategies and approaches to world building in the metaverse. Explores all forms in the broad field of extended reality, including games, animation, 360 video, journalism, and advertising. Offers networking opportunities through invited guests, publishers, and partners in XR.",[],[],[],Extended Realities,[]
EXRE,5973,Topics in Extended Realities (XR),4,"Focuses on a specific topic that is of timely relevance to the domain of extended reality. Explores current discourses in the field and draws directly from ongoing instructor expertise and research. Offers students an opportunity to develop original projects in response to course topic, informed by case studies, critical readings, instructor and guest lectures, class discussions, and exercises. Emphasizes developing skills and strategies for self-directed XR experience production, including experimentation, planning, development, iteration, revision, and critique of creative work. May be repeated once.",[],[],[],Extended Realities,[]
EXRE,6500,Extended Realities (XR) Studio,4,Focuses on the design of experiences and artifacts using extended reality technologies for the development and critique of XR projects. Includes planning and design of the final work. Students use multiple ideation methods to develop project ideas and work in critical groups to strengthen project ideas and then prototype. Requires the completion of a project and presentation of the work.,[],[],[],Extended Realities,[]
EXRE,7500,Extended Realities (XR) Project,4,"Offers students an opportunity to focus on the creation of extended reality experiences. Includes planning and design of the experiences. Discusses and reflects on the design process at the crossroads of methodological, systematic iteration, and creative exploration.",[],['EXRE 5010'],[],Extended Realities,[1]
EXRE,7990,Thesis,4,"Offers students support in developing and producing the written component of an extended reality thesis that integrates and applies their accumulated knowledge. Encourages student participation within a practice and research community consisting of classmates, advisor(s), and external professionals.",[],['EXRE 5030'],[],Extended Realities,[1]
FINA,1209,Personal Finance,4,"Emphasizes the development of individually focused financial information and a comprehensive financial plan designed to enable the individual to manage his or her financial affairs. Integrates personal goals—such as buying a home, retirement, investing, and insurance needs—to help assure that the financial plan incorporates the major decision stages an individual faces.",[],[],[],Finance and Insurance,[]
FINA,2201,Financial Management,4,"Designed to develop the financial skills and logical thought processes necessary to understand and discuss financial policy decisions in a global economy. Specific objectives include developing an understanding of the time value of money; using financial statements in decision making; and understanding the nature of financial markets, the cost of capital, valuation of stocks and bonds, management of short-term assets, short-term and long-term financing, capital markets, and multinational financial management. Addresses the impact of legal, social, technological, and ethical considerations on efficient economic outcomes. Requires a financial calculator and provides an opportunity to develop computer spreadsheet skills.",[],"['ACCT 1201', 'ACCT 1209', 'ACCT 1202']",[],Finance and Insurance,"[1, 1, 1]"
FINA,2209,Financial Management,4,Does not count as credit for business majors. Counts as FINA 2201 for business minors only.,[],"['ACCT 1201', 'ACCT 1209', 'ACCT 1202']",[],Finance and Insurance,"[1, 1, 1]"
FINA,2720,Sustainability in the Business Environment,4,"Examines a variety of environmental problems, including global warming, use and disposal of toxic substances, and depletion of natural resources such as water and petroleum. Many of these problems arise because these are resources that are available to all and so their overuse is an externality that is not included in manufacturing costs. Businesses have been involved in both identifying sustainability issues in their individual organizations and providing a variety of innovative solutions. Uses a combination of readings and case analyses to assesses how both government regulations—such as taxes, subsidies, building codes, prohibitions of use—and business solutions—including zero emissions, green design, producer take-back, life cycle assessment, and corporate environmental reporting—address these problems.",[],[],[],Finance and Insurance,[]
FINA,2730,Fintech and Financial Innovation,4,"Offers a broad overview of the world of fintech, from the perspectives of both large financial institutions and small startups. Evaluates the financial services industry, forces at play that may lead to disruption in the industry, startups that have already succeeded in bringing about change, the technological tools that may be used to make changes, and how both startups and established firms might respond to the continued pace of change.",[],"['FINA 2201', 'FINA 2209', 'IE 4512']",[],Finance and Insurance,"[1, 1, 1]"
FINA,3301,Corporate Finance,4,"Designed to develop the skills needed to make and implement financial policy decisions in a global economy. Specific objectives include developing an understanding of financial analysis; company valuation; capital markets; cost of capital; capital asset pricing and risk management; short- and long-term financial policies; working capital management; multinational financial management; and special topics including lease financing, debt refunding, mergers and acquisitions, and bankruptcy and restructuring. Offers opportunities to consider many broader issues including the relevance of globalization; the world economy; technological advances; and legal, social, and ethical issues related to the practice of corporate finance. Stresses written and oral communication skills and teamwork. Uses cases and spreadsheets extensively.",[],"['FINA 2201', 'FINA 2209', 'IE 4512']",[],Finance and Insurance,"[1, 1, 1]"
FINA,3303,Investments,4,"Focuses on investment management as the study of risk and return of financial securities and real assets. Students design and assess models that evaluate investments while recognizing the constraints of the real world. Explores domestic and international financial markets and the securities traded therein. Discusses techniques for valuation of financial assets. Analyzes qualitative concepts such as market efficiency, intrinsic value, and risk. Provides the ability to build unique valuation models to suit the particular investment alternative that students wish to scrutinize. Also stresses portfolio construction, management, and protection, as well as performance assessment. During the semester, students have an opportunity to create and manage a stock portfolio.",[],"['FINA 2201', 'FINA 2209', 'IE 4512']",[],Finance and Insurance,"[1, 1, 1]"
FINA,3305,Real Estate Principles,4,"Presents a broad introduction to real estate. Introduces real estate theory, law, market analysis, and the fundamentals of real estate finance. Explores commercial real estate financing, property management, value creation strategies, and major historical events in property markets. Offers students an opportunity to develop the practical skills to evaluate personal and investment-oriented real estate decisions, understand the influences of macroeconomic factors, and consider urban development trends. No prior knowledge of real estate is necessary.",[],"['FINA 2201', 'FINA 2209', 'IE 4512']",[],Finance and Insurance,"[1, 1, 1]"
FINA,3401,Responsible Investing,4,"Examines environmental, social, governance, and socially responsible investing. Focuses on responsible investing from the perspective of investors and asset managers. Reviews the history and current landscape using a quantitative approach by evaluating the potential trade-offs between returns and impact. Considers how to incorporate ESG factors into investment decisions and use data-driven approaches to assess various investment products to determine if they are meeting their stated goals.",[],"['FINA 2201', 'FINA 2209', 'IE 4512']",[],Finance and Insurance,"[1, 1, 1]"
FINA,4219,Portfolio Management,4,"Studies the characteristics and formation of optimal portfolios by investing risky assets and fixed incomes. The discussion of theories and models is associated with the application for portfolio decision making in practice. Offers students an opportunity to obtain the ability to establish appropriate client investment objectives, gather and assess information necessary for determining the investment style and the selection of the securities and, evaluate the performance of a portfolio. Portfolio management is a critical functionality that is provided by financial institutions such as investment banks, insurance companies, and funds. This full-semester course is designed to introduce industry-grade portfolio analysis, exploring all aspects of investment evaluation from the perspective of institutional and individual investors.",[],['FINA 3303'],[],Finance and Insurance,[1]
FINA,4220,Behavioral Finance,4,"Designed to revisit neoclassical economic theory based on rational market participants, then introduce students to the theory and evidence regarding psychological heuristics and biases that are inconsistent with the underlying assumptions of these classical models. Behavioral biases can severely influence financial decision making in the investment and the corporate environments, and it is important for students to understand how and why these biases occur. The course material, born out of the fields of cognitive psychology and behavioral economics, is designed to help students understand their own biases in making personal financial decisions.",[],"['FINA 3301', 'FINA 3303']",[],Finance and Insurance,"[1, 1]"
FINA,4310,Working Capital Management,4,"Examines strategies and analytical approaches to managing current assets and current liabilities. Explores corporate cash management under changing money market conditions. Discusses the use of interest rate futures and working capital management in a multinational context. Provides a summary overview of entrepreneurial finance, with a focus on small businesses, corporate ventures, and intrapreneurship. Applies knowledge of corporate finance in the context of starting, acquiring, managing, and divesting a business or a business unit within a corporation. Topics include analyzing the financial needs of new ventures, exploring sources of financing, managing decline, determining valuation, and reviewing exit strategies.",[],"['FINA 2201', 'FINA 2209', 'IE 4512']",[],Finance and Insurance,"[1, 1, 1]"
FINA,4320,International Financial Management,4,"Introduces international financial markets including balance of payments, history of the international monetary system, exchange-rate determination, foreign-exchange-exposure hedging strategies, and international capital markets. Examines how the financial strategies and policies of multinational corporations differ from domestic corporations and how financial management is utilized in an international setting to achieve corporate goals.",[],"['FINA 2201', 'FINA 2209', 'IE 4512']",[],Finance and Insurance,"[1, 1, 1]"
FINA,4330,Emerging Financial Markets,4,"Presents essential theoretical background and practical knowledge regarding investments in emerging financial markets. Covers how emerging markets are developed and how securities are valued and traded. Explores the major risk factors associated with investing in these markets as long as the basic institutional policy issues affect emerging markets. Finally, offers a practical approach to investing in emerging financial markets (including financial securities selections, analysis, and portfolio diversification).",[],"['FINA 3301', 'FINA 3303']",[],Finance and Insurance,"[1, 1]"
FINA,4335,Computational Methods and Their Applications in Finance,4,"Introduces Python and its data-oriented library ecosystem (NumPy, Pandas, Matplotlib, Statsmodels, SciPy, etc.). Python is one of the most widely used open-source, cross-platform programming languages. Focuses on developing a strong foundation for working with financial data in Python and implementing various financial models.",[],"['FINA 3301', 'FINA 3303']",[],Finance and Insurance,"[1, 1]"
FINA,4340,Blockchain Applications in Finance,4,"Introduces the fundamental concepts and an overview of the blockchain and cryptocurrency space. Offers a background in fundamental concepts in blockchain technology and functionality. Explores the basics of how blockchains record and verify information, including the related definitions and terminology. Provides an in-depth overview of blockchain applications in finance. Concludes by examining the legal and regulatory framework, along with potential risks and hurdles faced by blockchain technologies.",[],"['FINA 3301', 'FINA 3303', 'DS 2000', 'DS 2001', 'FINA 4335', 'FINA 4380']",[],Finance and Insurance,"[1, 1, 2, 2, 2, 2]"
FINA,4350,Applied Financial Econometrics and Data Modeling,4,"Examines how to understand and analyze data using a set of analytical tools in financial econometrics. Emphasizes time-series financial data and financial modeling. The course uses programming languages, such as Python, that are standard in fintech applications.",[],"['FINA 3301', 'FINA 3303', 'DS 2000', 'DS 2001', 'FINA 4335', 'FINA 4380']",[],Finance and Insurance,"[1, 1, 2, 2, 2, 2]"
FINA,4370,Financial Modeling,4,"Designed to develop students’ quantitative financial modeling skills and techniques using the Excel spreadsheet. Through learning how to use numerical examples and business cases, students study corporate valuation, weighted average cost of capital (WACC), pro forma statement modeling, portfolio models, and Monte Carlo simulation methods, etc. Seeks to cultivate students’ ability to make assumptions, deal with imperfect information, and real-world data issues. Offers students an opportunity to apply theoretical knowledge in advanced corporate finance, asset pricing, and option pricing in a real-world context. This course is highly quantitative in nature; while it does not derive complicated mathematical formulas, familiarity with concepts such as the capital asset pricing model (CAPM), WACC, portfolio theory, and pro forma financial statements is expected.",[],"['FINA 3301', 'FINA 3303']",[],Finance and Insurance,"[1, 1]"
FINA,4390,Machine Learning in Finance,4,"Offers students an opportunity to prepare for rapid changes in the financial services world due to technological innovations and to understand how ML and AI tools are relevant in the financial services industry; to learn the basics of these tools, including machine learning; and to analyze the ethical considerations in the use of these tools in financial services. Seeks to train students to develop data analytics solutions using machine learning and deep learning models, allowing them to answer analytical questions that are encountered in the finance space. Working knowledge of Microsoft Excel or other spreadsheet programs is strongly recommended.",[],"['FINA 3301', 'FINA 3303', 'DS 2000', 'DS 2001', 'FINA 4335', 'FINA 4380']",[],Finance and Insurance,"[1, 1, 2, 2, 2, 2]"
FINA,4410,Valuation and Value Creation,4,"Explores recent developments in financial management and financial analysis through the use of modern finance theory to make capital allocation decisions that lead to long-run value maximization for the corporation. Focuses on applications and financial model building. Examines risk analysis by building spreadsheet models for valuation and risk-analysis applications. Utilizes valuation analysis models to merge financial, corporate, and business strategies to measure and manage corporate value. Develops an understanding of the mechanics of the valuation process, along with an understanding of the drivers of value and development of strategies for value creation. Topics covered are relevant to value consultants, corporate managers, and securities analysts.",[],"['FINA 2201', 'FINA 2209', 'IE 4512']",[],Finance and Insurance,"[1, 1, 1]"
FINA,4412,Personal Financial Planning,4,"Emphasizes the development of personal financial management knowledge by applying the techniques and perspectives of financial planning professionals. Builds upon and applies skills gained in FINA 2201 to personal finance decisions such as retirement planning, home mortgages, and overall risk management. Offers students an opportunity to develop their own financial plan and understand how that plan will change as they age and their life situation changes. Note that while this course is not designed to prepare students to take the Certified Financial Planner exam, many of the topics, such as retirement planning, investment and securities planning, and estate planning, are among those discussed.",[],"['FINA 2201', 'FINA 2209', 'IE 4512']",[],Finance and Insurance,"[1, 1, 1]"
FINA,4420,Mergers and Acquisitions,4,"Offers a practical, planning-based approach to managing the mergers and acquisitions (M&A) process. Analyzes how M&As create or destroy value; commonly used takeover tactics and defenses; M&A valuation techniques; alternative deal structures; and the financial, strategic, legal, and regulatory aspects of M&As. The first section covers how and when to apply the appropriate tools and skills to successfully complete a transaction. The second section offers students an opportunity to apply what has been learned to solve real-world business problems. Discusses all major elements of the acquisition process in the context of a logical process.",[],"['FINA 3301', 'FINA 3303']",[],Finance and Insurance,"[1, 1]"
FINA,4460,Algorithmic and Robo-Trading,4,"Covers the basis and implementation of trading strategies commonly used by investment professionals, such as fundamental analysis, factor investing, covariance models, and high-frequency trading. Today’s asset management industry increasingly incorporates the delivery and execution of investment strategies through automated algorithms. Offers students an opportunity to understand the advantages and limitations of systematic trading and execution strategies. Students apply and modify such strategies and evaluate their performance using real-time data and incorporate aspects of Big Data in their quantitative strategies. Familiarity with a programming language such as Python is expected.",[],"['FINA 3301', 'FINA 3303', 'DS 2000', 'DS 2001', 'FINA 4335', 'FINA 4380']",[],Finance and Insurance,"[1, 1, 2, 2, 2, 2]"
FINA,4512,Financial Risk Management,4,"Explores the concepts of financial futures, options on financial futures, and listed options markets as developed to help corporations and financial institutions manage financial risk. Covers financial derivatives and standard hedging techniques first, followed by a study of market risk and strategies in managing market risk.",[],"['FINA 3303', 'FINA 3301']",[],Finance and Insurance,"[1, 1]"
FINA,4514,Investment Banking,4,"Examines the investment banking business. Investment bankers are one of the most important conduits through which funds flow from savers to corporations needing to invest in plant and equipment. Offers an opportunity to examine the major functions of large investment banks in regard to their investment banking, market making, and asset management businesses; to determine the financing needs of domestic and international corporations, not-for-profit organizations, and government entities by using concepts learned in earlier courses; and to learn to link these financing needs with products that are available in the capital markets, usually through the investment banking houses.",[],"['FINA 3303', 'FINA 3301']",[],Finance and Insurance,"[1, 1]"
FINA,4516,Real Estate Finance,4,"Surveys the field of real estate including principles of real estate law, transactions brokerage, management, development, valuation, taxation, finance, and investment. Provides a framework of real estate finance and investment, in both theory and practice. Examines all aspects of real estate financing including the primary and secondary mortgage markets, real estate financial institutions, regulations, and mortgage-backed securities. Analyzes the return, risk, and various strategies in real estate investments with financial methods and techniques. Uses case discussions, spreadsheet analysis, and investment projects to make learning effective.",[],"['FINA 3303', 'FINA 3301']",[],Finance and Insurance,"[1, 1]"
FINA,4524,Credit Analysis,4,"Explores all aspects of credit evaluation from the perspective of banks and other institutions. Introduces industry-grade credit analysis. Credit analysis is used by all manner of banks and other institutions, such as insurance companies, hedge funds, private equity groups, and even elements of local, state, and federal governments, to evaluate clients and potential borrowers who need loans and other structured debt products.",[],"['FINA 3301', 'FINA 3303']",[],Finance and Insurance,"[1, 1]"
FINA,4526,Core Topics in Alternative Investments,4,"Covers alternative investments, including real assets such as real estate and real estate investment trusts, hedge funds, commodities, private equity, and structured products. This course is highly quantitative and focuses on methods for understanding risk, return, and benchmarking of these investments. Offers students an opportunity to obtain a deeper understanding of each of these asset types.",[],"['FINA 3303', 'FINA 3301']",[],Finance and Insurance,"[1, 1]"
FINA,4602,Turnaround Management,4,"Examines strategies for identifying companies likely to fail and selecting and implementing remedial actions. Topics include business turnarounds, troubled companies, workouts, bankruptcies, and liquidations, using case studies and readings. Students evaluate a turnaround plan.",[],"['FINA 2201', 'FINA 2209', 'IE 4512']",[],Finance and Insurance,"[1, 1, 1]"
FINA,4604,Fixed-Income Securities,4,"Exposes students to the theory, application, and evidence concerning highly sensitive interest rate products. Explores recent developments in pension fund management, asset/liability management, duration matching, “gap” management, and other important issues confronting domestic and international financial and corporate management. Offers students the opportunity to learn how to customize a risk management program.",[],"['FINA 3303', 'FINA 3301']",[],Finance and Insurance,"[1, 1]"
FINA,4605,Fintech Experiential Project,4,"Offers students an opportunity to integrate the skills developed through their previous fintech coursework to propose, design, and implement a technology solution, either individually or in teams, to address a business problem. Either students or industry partners identify and define the business problem. The main objective of this experiential course is to develop and enhance students’ problem-solving and hands-on skills, leading to a deliverable project that includes proof of concept, a prototype, and/or a final paper/presentation that demonstrates a deep understanding of the subject. Students formally present their project to the faculty member and/or industry partner with whom they are collaborating. Registration is contingent on a research proposal and approval by one of the supervising instructors.",[],"['FINA 4340', 'FINA 4350', 'FINA 4390']",[],Finance and Insurance,"[1, 1, 1]"
FINA,4610,Entrepreneurial Finance and Private Equity,4,"Covers qualitative and quantitative aspects of entrepreneurial finance, such as venture capital and angel financing. Also covers private equity (i.e., buyout/leveraged-buyout firms), but in less detail. Introduces valuation in entrepreneurial finance, including valuation of startups, using real options to value innovation-intensive firms, valuation in staged financing, etc. Casework emphasizes the practical aspects of qualitative and quantitative issues related to venture capital financing, entrepreneurship, and innovation from the perspective of the financier and the startup firm. Discusses issues related to the venture capital industry, such as the limited partnership structure, term-sheets and contracts, exit of portfolio firms, and international investments. Requires a working knowledge of Excel or other spreadsheet programs.",[],"['FINA 2201', 'FINA 2209', 'IE 4512']",[],Finance and Insurance,"[1, 1, 1]"
FINA,4970,Junior/Senior Honors Project 1,4,Focuses on in-depth project in which a student conducts research or produces a product related to the student’s major field. Combined with Junior/Senior Project 2 or college-defined equivalent for 8 credit honors project. May be repeated without limit.,[],[],[],Finance and Insurance,[]
FINA,4983,Special Topics in Finance,4,"Examines areas of current interest and special topics in finance. Employs a mix of lectures, cases, and projects. Topics depend on the instructor. May be repeated up to two times.",[],"['FINA 3301', 'FINA 3303']",[],Finance and Insurance,"[1, 1]"
FINA,6200,Value Creation through Financial Decision Making,3,"Highlights the role of financial management as a source of value creation in a competitive global environment characterized by rapid technological, personal, and market changes. Offers students an opportunity to develop tools and techniques of financial analysis and valuation to support financial decision making. Presents future managers with actual business problems to learn to apply the tools of financial analysis to strategic decisions faced by the firm, such as capital budgeting and capital structure.",[],"['ACCT 6201', 'MGSC 6200']",[],Finance and Insurance,"[1, 1]"
FINA,6202,Analysis of Financial Institutions and Markets,3,"Introduces the domestic and international financial system and the institutions within it. Develops data and quantitative analysis tools utilized for economic and financial modeling and analysis. Emphasis is on regression analysis and its application, including how to build and interpret statistical models. Topics include the major types of financial institutions that operate within the global economy and the financial instruments employed by them; how exchange rates, interests rates, and security prices are determined and how they affect the global economy; and how governments and central banks impact economic and financial conditions.",[],[],[],Finance and Insurance,[]
FINA,6203,Investment Analysis,3,"Familiarizes students with domestic and international financial markets and the securities traded therein. Discusses a variety of techniques for valuation of financial assets and relies heavily on quantitative methods. Critically analyzes such qualitative concepts as market efficiency, intrinsic value, and risk. The contents of this course, descriptive, theoretical, and applied, should provide students with the ability to build unique valuation models to suit the particular investment alternative they wish to scrutinize. Also provides students with an understanding of how investment theory and investment practice relate.",[],"['FINA 6200', 'FINA 6318', 'FINA 6320']",[],Finance and Insurance,"[1, 1, 1]"
FINA,6204,International Financial Management,3,"Develops specific concepts, policies, and techniques for the financial management of the multinational firm. Topics include operation of the foreign exchange markets, foreign exchange risk management, sources and instruments of international financing, foreign direct investment and the management of political risk, multinational capital budgeting, and financing control systems for the multinational firm.",[],"['FINA 6200', 'FINA 6318', 'FINA 6320']",[],Finance and Insurance,"[1, 1, 1]"
